Timestamp,In which country are you currently located?,In which city are you currently located?,How old are you?,What is your gender?,"During your daytime activities, how much of a problem do you have with sleepiness?",What time do you try to go to sleep?,What is the main reason you go to bed at this time on weekdays?,How long does it take you to fall asleep?,What time do you wake up?,What is the main reason you wake up at this time on weekdays?,After falling asleep how long do you spend awake during the night?,How would you rate the quality of your sleep?,What external factors influenced how well you slept last night?,How rested or refreshed do you feel when you wake up for the day?,"On average, how long do you nap during each weekday?",What time does your (school) day start?,What time do you try to go to sleep?,How long does it take you to fall asleep?,What time do you wake up?,Are you free to wake up when you want on weekends?,After falling asleep how long do you spend awake during the night?,How would you rate the quality of your sleep?,How rested or refreshed do you feel when you wake up for the day?,"On average, how long do you nap each Saturday and Sunday?",How many caffeinated drinks do you have during the day?,What time do you have your last caffeinated drink?,"Each weekday, how many hours on average do you use technology (outside of school)?",How often do you use technology during the last hour before you go to sleep?,How often do you use technology after you have gone to bed?,How often do you wake up at night from notifications?,How many days did you do sport/physical activity in the morning before school?,How many days did you do sport/physical activity in the afternoon after school?,How many days did you do sport/physical activity in the evening on school days?,How many days did you do sport/physical activity on the weekend?,"If you did not have your sports or physical activity, would you go to bed earlier or later?","If you did not have your sports or physical activity, would you wake up earlier or later?",How many days did you study/do homework in the morning before school?,How many days did you study/do homework in the afternoon after school?,How many days did you study/do homework in the evening on days that you have school?,How many days did you study/do homework on the weekend?,How many hours did you study/do homework?,How often have you arrived late to class because you overslept?,"Currently, what are your grades in school mostly?","If you compare yourself to other people your age, how would you describe your health?",How often do I go to bed and think about things I need to do?,How often do I go to bed and replay the day’s events over and over in my mind?,How often do I check my clock several times during the night?,"During the 1 hour before bedtime, how often do things happen that make me feel strong emotions?",How often do I go to bed feeling upset?,How often do I go to bed and worry about things happening at home or at school?
23/09/2021 03:26:04,Australia,Perth,13,Male,1,9.5,My parent / carer has set my bedtime,90,7.5,My parent/carer or another family member wakes me up,30,4,Room too hot/cold,4,0,8.5,12.5,30,9,No,0,5,5,0,1,7.5,7-8 hours,4,5,0,1,5,5,1,Later than you usually do,Earlier than you usually do,0,2,2,0,2,Twice,B’s and C’s,1,4,3,1,3,3,4
23/09/2021 03:26:27,Australia,Perth,13,Female,2,22,Other,10,6.5,My alarm clock wakes me up,0,5,Room too hot/cold,3,0,8.5,23,10,8.5,Yes,0,5,4,0,,,5-6 hours,5,0,0,,,,,,,0,0,5,0,8,Never,C’s,2,3,2,2,2,2,3
23/09/2021 03:26:31,Australia,Perth,13,Male,1,21,I feel sleepy,20,6.5,My alarm clock wakes me up,0,5,Room too hot/cold,4,0,8.5,10,15,7,No,0,4,4,0,,,5-6 hours,,,,0,4,,,,,,,,,,,,,,,,,,
23/09/2021 03:26:32,Australia,Perth,13,Male,1,9,I feel sleepy,15,5.5,My alarm clock wakes me up,1,3,Room too hot/cold,3,0,8.5,11,10,7,Yes,2,4,4,0,0,,3-4 hours,2,1,0,3,3,0,1,The same as you usually do,Later than you usually do,0,2,2,1,3,Never,B’s and C’s,4,1,3,1,1,1,1
23/09/2021 03:26:47,Australia,perth,13,Female,3,10,I feel sleepy,10,6,"I don’t know, I just wake up",2,3,Noises outside your home,2,120,8.5,12.5,5,8.5,Yes,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:26:54,Australia,Perth,13,Female,4,20,My parent / carer has set my bedtime,30,5.5,My alarm clock wakes me up,0,3,Other,1,0,8.5,20,30,7,Yes,0,2,2,0,0,17,1-2 hours,5,5,0,0,0,0,0,The same as you usually do,The same as you usually do,0,3,3,0,2,Twice,C’s,2,5,5,4,5,3,4
23/09/2021 03:27:01,Australia,Perth,12,Female,0,21,My parent / carer has set my bedtime,5,6.5,Other,2,4,Room too hot/cold,4,0,8.5,10.5,4,9,Yes,5,5,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:27:02,Australia,Perth,13,Male,1,21,I feel sleepy,15,6,"I don’t know, I just wake up",0,5,None,4,0,8.5,10,30,6,Yes,0,4,4,0,0,,9 or more hours,4,0,2,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:27:14,Australia,Perth,13,Female,2,21,My parent / carer has set my bedtime,90,6.5,My alarm clock wakes me up,30,3,Other,3,20,8.5,22.5,120,7.5,No,0,3,3,0,0,,1-2 hours,4,2,0,3,2,1,2,Later than you usually do,Later than you usually do,2,3,1,0,5,Once,A’s and B’s,2,4,3,1,3,3,3
23/09/2021 03:27:49,Australia,perth,13,Female,2,20.5,My parent / carer has set my bedtime,30,7,My alarm clock wakes me up,30,2,Family/people disturbance,1,0,8.5,21,60,8.5,Yes,30,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:27:51,Australia,perth,13,Male,1,21.5,I feel sleepy,30,7.5,My alarm clock wakes me up,0,4,Noises outside your home,1,0,8.5,10,10,9.5,Yes,0,5,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:28:20,Australia,Perth,13,Female,1,22,I finish my homework,15,6.5,"I don’t know, I just wake up",0,4,Phone/technology noise or light,3,0,8,1,10,8,No,0,4,4,0,0,17,,,,,,1,1,1,Later than you usually do,Later than you usually do,,,,,,,,,,,,,,
23/09/2021 03:28:38,Australia,Perth,14,Male,0,21,My parent / carer has set my bedtime,45,7,"I don’t know, I just wake up",15,4,Family/people disturbance,4,90,8.5,9.5,60,8.5,Yes,40,4,4,0,0,,5-6 hours,1,0,0,5,3,4,2,Earlier than you usually do,Later than you usually do,0,1,2,2,1,Never,A’s,4,1,2,0,3,2,2
23/09/2021 03:28:41,Australia,Perth ,14,Female,2,21,I get home from my job,30,6,"I don’t know, I just wake up",60,4,None,1,0,8.5,10,10,8.5,Yes,0,2,1,0,2,,9 or more hours,1,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:29:03,Australia,perth,13,Female,0,22.5,I finish my homework,1,6.5,My alarm clock wakes me up,1,4,None,4,0,8.5,10.5,5,6,No,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:29:26,Australia,Perth,13,Female,4,12,I feel sleepy,20,6,My alarm clock wakes me up,50,2,Other,1,30,8.5,3,20,9,Yes,10,3,3,120,3,19,7-8 hours,5,1,0,0,2,0,2,The same as you usually do,The same as you usually do,0,3,0,1,2,Several Times,B’s and C’s,1,1,4,3,3,4,5
23/09/2021 03:29:41,Australia,Perth,14,Female,1,9.5,I feel sleepy,20,7,"I don’t know, I just wake up",5,5,None,4,0,8.5,11.5,5,7,Yes,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:29:48,Australia,Perth,13,Male,1,22,I feel sleepy,45,6,My alarm clock wakes me up,1,3,Phone/technology noise or light,2,0,8.5,11,60,8.5,No,1,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:29:51,Australia,Perth,13,Male,0,21,My parent / carer has set my bedtime,5,7,My alarm clock wakes me up,0,5,None,4,0,8.5,10,5,8.5,No,0,5,4,0,,,,,,,,,,,,,,,,,,,A’s and B’s,,,,,,,
23/09/2021 03:29:53,Australia,Perth,13,Male,0,9,Other,30,7,"I don’t know, I just wake up",5,4,Other,4,0,8.5,10,30,8.5,No,5,4,4,0,,,5-6 hours,3,1,0,0,3,2,1,The same as you usually do,The same as you usually do,0,0,2,1,1,Never,B’s and C’s,3,5,5,0,2,2,2
23/09/2021 03:29:56,Australia,Perth,13,Female,2,20,My parent / carer has set my bedtime,15,4.5,My alarm clock wakes me up,0,4,Room too hot/cold,1,0,8.5,20,15,4.5,No,0,4,2,0,2,12,1 hour or less,2,0,0,5,5,5,1,Later than you usually do,Later than you usually do,2,,3,1,1,Never,B’s and C’s,4,2,2,5,3,2,2
23/09/2021 03:29:59,Australia,Perth,13,Female,1,21.5,I feel sleepy,10,6.5,"I don’t know, I just wake up",0,5,Room too hot/cold,5,50,8.5,21.5,20,8,Yes,0,4,4,40,0,,1-2 hours,1,0,0,,,,,,,0,4,0,2,7,Never,A’s,4,4,4,0,1,0,1
23/09/2021 03:30:10,Australia,Perth,12,Female,3,22.5,I feel sleepy,60,7,My alarm clock wakes me up,0,2,Room too hot/cold,2,0,8.5,23,60,7,Yes,5,2,2,0,2,23,9 or more hours,5,4,2,0,0,0,0,Later than you usually do,Later than you usually do,0,2,1,0,1,Once,A’s,1,2,4,3,4,3,5
23/09/2021 03:30:32,Australia,Perth,13,Female,1,21.5,Other,20,6.5,My alarm clock wakes me up,0,4,Room too hot/cold,4,0,8.5,1,60,11.5,Yes,0,5,4,0,2,16,3-4 hours,5,5,0,0,2,1,2,Later than you usually do,Later than you usually do,1,3,3,1,2,Once,A’s and B’s,3,4,1,0,2,1,1
23/09/2021 03:31:23,Australia,Perth,13,Male,3,21.5,Other,20,7,My alarm clock wakes me up,0,3,None,1,0,8.5,22,10,9,Yes,0,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:31:24,Australia,Perth,15,Female,1,10.5,I finish my homework,30,7.5,My alarm clock wakes me up,10,4,Pet disturbance,3,10,8.5,12,10,9,No,5,4,4,10,0,,1-2 hours,5,2,2,1,2,4,2,Later than you usually do,The same as you usually do,1,5,5,1,5,Several Times,A’s and B’s,3,5,5,3,4,3,5
23/09/2021 03:31:42,Australia,Perth,14,Female,1,22,I feel sleepy,20,6.5,My parent/carer or another family member wakes me up,0,3,None,2,0,8.5,2,20,14,Yes,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:31:44,Australia,Perth,13,Female,1,9,Other,2,5.5,My alarm clock wakes me up,60,4,Noises outside your home,3,0,8.5,23,20,7.5,Yes,0,5,5,0,1,7.5,3-4 hours,1,0,0,5,2,2,1,Later than you usually do,The same as you usually do,2,4,4,1,5,Never,A’s and B’s,3,5,1,0,1,0,1
23/09/2021 03:31:50,Australia,Perth,14,Male,1,21,My parent / carer has set my bedtime,5,6,"I don’t know, I just wake up",5,4,Pet disturbance,4,180,8.5,21.5,5,3,Yes,10,4,4,180,0,,9 or more hours,4,4,2,,2,1,2,The same as you usually do,The same as you usually do,5,5,3,1,1,Never,B’s and C’s,2,1,2,0,4,1,1
23/09/2021 03:32:55,Australia,Perth,13,Female,1,1.5,I feel sleepy,60,7.5,My parent/carer or another family member wakes me up,60,2,Other,2,20,8.5,2.5,60,9.5,Yes,60,3,3,0,1,18.5,9 or more hours,3,3,1,1,3,2,1,The same as you usually do,The same as you usually do,1,3,2,1,4,Several Times,A’s,2,3,2,3,2,2,4
23/09/2021 03:33:18,Australia,Perth,13,Male,0,9,I feel sleepy,30,6.5,My parent/carer or another family member wakes me up,5,4,None,4,0,8.5,9,30,7,Yes,5,4,5,0,1,6.5,1-2 hours,3,0,0,1,3,2,1,The same as you usually do,The same as you usually do,3,3,1,2,4,Never,A’s and B’s,3,1,0,1,1,0,1
23/09/2021 03:33:47,Australia,PeRtH,13,Male,1,21.5,I finish socialising,56,5,My alarm clock wakes me up,5,4,Other,3,0,8.5,22,56,6.5,Yes,5,4,4,0,,,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:33:50,Australia,perth,13,Male,1,21.5,I feel sleepy,12,6.5,My alarm clock wakes me up,25,3,Other,4,0,8.5,23,10,6,Yes,6,4,4,0,0,12,1-2 hours,5,1,0,0,2,2,0,The same as you usually do,The same as you usually do,0,0,0,0,0,Never,A’s,3,5,5,5,0,0,2
23/09/2021 03:33:50,Australia,Perth ,13,Male,1,21.5,Other,15,7.5,"I don’t know, I just wake up",0,4,None,3,0,8.5,21.5,15,7,Yes,0,4,3,0,0,,3-4 hours,5,5,0,0,5,1,0,The same as you usually do,The same as you usually do,2,2,2,2,3,Never,A’s,4,4,1,3,0,0,2
23/09/2021 03:34:11,Australia,Perth,13,Male,1,21.5,My parent / carer has set my bedtime,10,7,"I don’t know, I just wake up",0,4,None,3,0,8.5,22.5,5,7.5,Yes,0,5,4,0,2,20,1-2 hours,3,1,0,1,2,2,1,Later than you usually do,The same as you usually do,1,0,2,1,2,Once,B’s,3,1,1,0,2,1,1
23/09/2021 03:34:18,Australia,Perth,13,Female,1,21.5,I feel sleepy,20,6,My alarm clock wakes me up,0,4,Room too hot/cold,4,0,8.5,22,30,8.5,Yes,5,3,5,0,1,20.5,3-4 hours,3,1,0,0,3,0,2,The same as you usually do,The same as you usually do,0,3,1,1,4,Once,A’s and B’s,2,1,1,1,1,1,1
23/09/2021 03:34:27,Australia,Perth,13,Prefer not to say,1,22.5,Other,10,6,Other,0,5,Other,3,0,8.5,0,5,9,Yes,0,5,5,0,,,9 or more hours,5,5,0,4,4,4,2,The same as you usually do,Later than you usually do,0,0,0,0,0,Never,A’s and B’s,,,,,,,
23/09/2021 03:34:34,Australia,Perth,13,Male,1,22,I feel sleepy,5,6.5,My alarm clock wakes me up,5,4,None,4,0,8.5,21.5,5,6,No,5,4,4,0,1,7.5,3-4 hours,4,0,0,4,5,3,2,The same as you usually do,The same as you usually do,1,0,1,0,1,Never,B’s,3,3,3,1,1,1,2
23/09/2021 03:34:39,Australia,Pertt,15,Male,1,22,My parent / carer has set my bedtime,20,6.5,My alarm clock wakes me up,0,3,Noises outside your home,3,0,8.5,0,10,7,No,0,3,3,0,3,7,5-6 hours,5,2,0,1,3,3,1,The same as you usually do,The same as you usually do,0,3,2,1,4,Never,A’s and B’s,2,2,2,1,1,1,1
23/09/2021 03:34:48,Australia,Perth,14,Non-binary,4,21.5,My parent / carer has set my bedtime,45,7,My parent/carer or another family member wakes me up,20,4,Family/people disturbance,2,0,8.5,10.5,50,8,Yes,20,4,3,0,0,,,,,,,,,,,,0,2,1,1,3,Never,A’s and B’s,2,4,4,3,3,3,4
23/09/2021 03:34:50,Australia,Perth,13,Female,1,20.5,I feel sleepy,20,6.5,"I don’t know, I just wake up",0,5,Family/people disturbance,4,0,8.5,20.5,20,7,Yes,0,5,5,0,0,,1 hour or less,1,0,0,1,2,3,2,The same as you usually do,The same as you usually do,2,3,1,2,6,Never,A’s and B’s,4,1,2,0,1,1,1
23/09/2021 03:34:58,Australia,Perth,13,Female,2,23.5,My TV shows are over,20,6.5,My alarm clock wakes me up,20,4,Phone/technology noise or light,3,0,8.5,0,25,8,No,20,4,4,0,1,12,5-6 hours,5,5,0,0,2,1,2,The same as you usually do,Later than you usually do,,,,,,,,,,,,,,
23/09/2021 03:35:06,Australia,Perth,12,Female,4,10.5,I finish socialising,10,5,"I don’t know, I just wake up",0,5,Phone/technology noise or light,1,0,8.5,0.5,60,9,Yes,20,3,1,0,1,13,1-2 hours,5,4,4,0,1,1,1,Earlier than you usually do,Earlier than you usually do,0,1,3,1,1,Never,B’s and C’s,3,4,4,2,4,3,4
23/09/2021 03:35:12,Australia,Western Australia,13,Female,1,21.5,My parent / carer has set my bedtime,20,7,My alarm clock wakes me up,10,4,Room too hot/cold,3,20,8.5,22.5,30,9,Yes,10,4,4,0,1,19.5,3-4 hours,3,2,1,0,3,2,2,The same as you usually do,Earlier than you usually do,2,4,3,1,3,Never,B’s and C’s,3,3,2,2,1,0,1
23/09/2021 03:35:27,Australia,Perth,14,Female,3,22,I finish socialising,60,6,My alarm clock wakes me up,120,2,Noises outside your home,2,0,8.5,0,60,11,No,120,4,4,120,1,19,3-4 hours,4,2,1,,5,5,1,The same as you usually do,The same as you usually do,0,2,3,1,1,Several Times,A’s and B’s,3,4,1,3,3,2,4
23/09/2021 03:35:34,Australia,Perth ,8,Female,0,10,I finish my homework,10,6.5,My alarm clock wakes me up,2,4,None,3,0,8.5,10,2,11,Yes,0,5,5,0,2,19,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:35:34,Australia,Perth,13,Female,1,21.5,I finish my homework,20,6,My parent/carer or another family member wakes me up,5,4,Room too hot/cold,2,0,8.5,22,20,7,Yes,5,3,3,0,1,20.5,3-4 hours,4,1,0,0,0,0,1,Later than you usually do,The same as you usually do,2,3,4,2,3,Never,A’s,3,5,3,1,1,1,1
23/09/2021 03:35:55,Australia,Perth,13,Female,2,0,Other,40,4,My alarm clock wakes me up,200,2,Room too hot/cold,1,0,8.5,1.5,50,4.5,Yes,200,1,1,0,0,17,3-4 hours,3,4,0,,,,,,,,,,,,Never,B’s,2,3,4,5,1,2,4
23/09/2021 03:37:17,Australia,Perth,13,Female,1,21.5,My TV shows are over,110,6.5,"I don’t know, I just wake up",0,3,Phone/technology noise or light,1,0,8.5,23,150,7.5,Yes,0,3,2,0,0,,5-6 hours,5,4,0,0,3,1,2,The same as you usually do,The same as you usually do,0,0,1,0,0,Several Times,A’s and B’s,1,1,1,0,1,2,2
23/09/2021 03:40:40,Australia,Perth,13,Female,2,20.5,I feel sleepy,30,6.5,"I don’t know, I just wake up",0,4,Phone/technology noise or light,2,0,8.5,22,30,9,Yes,0,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 03:44:59,Australia,perth,13,Female,2,21,My TV shows are over,40,7,My alarm clock wakes me up,0,4,None,2,0,8.5,22,10,7.5,No,0,3,2,0,1,8,3-4 hours,5,2,0,2,4,1,1,The same as you usually do,Later than you usually do,0,0,0,0,0,Twice,B’s,3,4,5,3,1,2,3
23/09/2021 03:45:35,Australia,Perth,14,Non-binary,4,9.5,My parent / carer has set my bedtime,45,7,My parent/carer or another family member wakes me up,10,3,Room too hot/cold,2,0,8.5,22.5,45,8.5,Yes,30,4,3,0,,,,,,,,,,,,,0,2,1,2,4,Never,A’s and B’s,,,,,,,
23/09/2021 03:46:55,Australia,Melville,14,Female,2,0.5,I finish my homework,15,7,My alarm clock wakes me up,5,3,Room too hot/cold,2,60,8,2.5,10,10.5,Yes,5,4,4,0,4,15,3-4 hours,4,4,0,0,4,4,1,Later than you usually do,Later than you usually do,0,4,4,1,2,Twice,A’s,3,3,3,2,3,2,1
23/09/2021 03:47:20,Australia,perth,13,Male,1,8.5,My parent / carer has set my bedtime,90,6.5,Other,120,3,Pet disturbance,5,0,8.5,8.5,180,9,Yes,180,4,5,0,2,16,5-6 hours,4,4,2,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:00:42,Australia,Perth,13,Male,1,21,My parent / carer has set my bedtime,15,7,My alarm clock wakes me up,0,5,None,4,0,8.5,9,15,6.5,Yes,0,4,4,0,0,,3-4 hours,3,0,0,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:13:42,Australia,Perth,12,Prefer not to say,0,21,I feel sleepy,30,6.5,Other,5,4,Room too hot/cold,4,60,8.5,21.5,30,10,Yes,5,4,5,120,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:15:50,Australia,Perth,12,Female,4,2.5,Other,30,5.5,"I don’t know, I just wake up",30,3,Other,2,0,8.5,2.5,30,6,No,30,3,2,0,1,16.5,3-4 hours,4,4,3,2,5,5,2,Earlier than you usually do,Earlier than you usually do,3,5,5,1,4,Several Times,A’s and B’s,2,3,2,4,4,4,4
23/09/2021 04:15:55,Australia,Perth ,13,Female,1,21,My parent / carer has set my bedtime,20,6,My alarm clock wakes me up,20,3,Other,4,60,8.5,22.5,10,7,No,10,4,4,60,1,7,1-2 hours,2,0,0,0,2,1,1,The same as you usually do,Later than you usually do,2,1,3,1,3,Never,A’s,3,5,4,1,2,2,4
23/09/2021 04:16:52,Australia,Perth,12,Female,0,20.5,I finish socialising,90,6,"I don’t know, I just wake up",10,3,Phone/technology noise or light,3,0,8.5,10,90,6,No,10,3,3,0,0,,1-2 hours,3,2,1,0,2,1,2,The same as you usually do,The same as you usually do,0,3,3,1,2,Never,A’s and B’s,2,3,1,2,1,2,2
23/09/2021 04:17:04,Australia,Perth,14,Female,1,21,I feel sleepy,30,5.5,My alarm clock wakes me up,10,4,Room too hot/cold,4,0,8.5,22,10,8,Yes,0,4,5,0,1,7.5,1-2 hours,4,0,0,0,3,2,1,The same as you usually do,The same as you usually do,0,0,0,0,0,Never,A’s,3,3,4,2,1,1,0
23/09/2021 04:17:45,Australia,Perth,13,Female,0,22,My parent / carer has set my bedtime,120,5.5,"I don’t know, I just wake up",60,2,Pet disturbance,2,0,6,4,40,7.5,Yes,15,3,2,0,,,,,,,,,,,,,,,,,,,,1,5,5,5,4,4,4
23/09/2021 04:17:58,Australia,Perth,12,Female,1,21.5,Other,7,6.5,Other,3,4,None,4,0,8.5,22,10,7.5,Yes,2,5,5,0,0,,1 hour or less,1,0,0,4,4,2,2,The same as you usually do,The same as you usually do,2,4,4,1,5,Never,A’s and B’s,4,2,2,0,1,1,0
23/09/2021 04:18:10,Australia,Perth,11,Male,3,20.5,My parent / carer has set my bedtime,71,6.5,"I don’t know, I just wake up",30,2,Other,3,0,8.5,8.5,71,6.5,No,30,3,3,0,1,7,1 hour or less,0,0,1,3,5,1,2,The same as you usually do,The same as you usually do,0,2,1,1,5,Never,A’s and B’s,3,5,1,5,1,1,2
23/09/2021 04:18:14,Australia,Perth,13,Male,1,21,My parent / carer has set my bedtime,20,6,My parent/carer or another family member wakes me up,5,4,Room too hot/cold,4,10,8.5,23.5,10,7,Yes,10,5,5,5,1,9,3-4 hours,4,1,0,3,5,4,2,The same as you usually do,The same as you usually do,0,1,1,0,1,Once,A’s and B’s,4,3,4,1,3,1,0
23/09/2021 04:18:25,Australia,Perth,13,Male,1,20.5,My parent / carer has set my bedtime,75,6.5,My parent/carer or another family member wakes me up,5,4,None,3,0,8.5,21.5,25,8,No,2,5,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:18:59,Australia,Perth,13,Female,0,19.5,My parent / carer has set my bedtime,60,7.5,My parent/carer or another family member wakes me up,0,3,Room too hot/cold,4,60,8.5,21.5,45,19,Yes,0,2,3,0,0,7.5,1-2 hours,5,1,0,5,4,4,2,Earlier than you usually do,Later than you usually do,4,4,4,0,1,Never,C’s,4,3,0,5,2,0,0
23/09/2021 04:18:59,Australia,Perth,13,Male,0,10,Other,10,9,Other,0,4,None,3,0,8.5,9.5,10,8,Yes,0,4,3,0,,,1-2 hours,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:19:04,Australia,Perth,13,Female,1,21,My parent / carer has set my bedtime,60,6.5,My parent/carer or another family member wakes me up,10,4,Other,3,0,8.5,21,30,10,Yes,5,4,4,0,1,18,1-2 hours,2,0,0,0,0,1,0,The same as you usually do,Later than you usually do,2,5,5,2,3,Never,A’s,2,4,4,2,3,2,3
23/09/2021 04:19:35,Australia,Perth,12,Female,1,22,I feel sleepy,10,6.5,"I don’t know, I just wake up",30,4,Room too hot/cold,3,0,8.5,23,10,7,No,0,3,3,0,1,14,3-4 hours,5,2,1,2,3,1,2,The same as you usually do,Later than you usually do,0,1,2,1,2,Never,B’s and C’s,3,3,2,1,3,2,3
23/09/2021 04:19:39,Australia,Perth,13,Female,2,21,My parent / carer has set my bedtime,60,7.5,My parent/carer or another family member wakes me up,2,3,Other,2,0,8.5,22.5,60,11,Yes,5,4,3,0,,,1-2 hours,2,0,0,0,2,0,0,The same as you usually do,The same as you usually do,0,3,3,1,1,Once,A’s and B’s,3,4,5,0,0,1,2
23/09/2021 04:19:46,Australia,Fremantle,13,Female,0,8.5,My parent / carer has set my bedtime,30,5,"I don’t know, I just wake up",0,4,None,3,0,7.5,21,40,6.5,No,0,4,4,0,0,19,5-6 hours,2,1,0,0,4,5,2,Earlier than you usually do,Earlier than you usually do,,,,,,,,3,4,3,0,1,2,4
23/09/2021 04:20:19,Australia,perth,14,Male,2,22,I feel sleepy,35,6.5,My alarm clock wakes me up,25,3,None,2,0,8.5,11.5,25,9,Yes,15,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:20:44,Australia,Perth,14,Female,1,20,My parent / carer has set my bedtime,30,6,My alarm clock wakes me up,0,4,None,4,0,8.5,21,10,9,No,0,4,4,0,1,6.5,1-2 hours,3,0,1,,,,,,,0,2,1,0,1,Never,A’s and B’s,3,3,2,1,1,1,0
23/09/2021 04:20:48,Australia,Perth,12,Female,1,21,Other,30,6.5,My alarm clock wakes me up,13,4,Pet disturbance,2,10,8.5,22.5,30,7,Yes,13,4,4,0,0,,1-2 hours,1,4,0,3,3,,1,Earlier than you usually do,The same as you usually do,0,3,3,1,2,Never,B’s and C’s,3,3,4,0,4,1,3
23/09/2021 04:20:57,Australia,Perth,14,Female,2,22,My parent / carer has set my bedtime,30,5.5,My alarm clock wakes me up,60,3,Room too hot/cold,1,0,8.5,23,60,10.5,Yes,0,4,4,60,,,5-6 hours,4,3,1,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:21:53,Australia,Perth,13,Male,1,20.5,Other,15,6.5,My alarm clock wakes me up,0,4,Family/people disturbance,4,0,8.5,9,10,7.5,No,0,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:22:28,Australia,Perth,14,Female,1,21.5,I feel sleepy,20,6.5,My alarm clock wakes me up,15,4,None,1,0,8.5,22.5,60,8,Yes,0,4,4,0,0,,3-4 hours,2,0,0,0,4,4,1,The same as you usually do,The same as you usually do,1,2,0,0,2,Never,A’s and B’s,3,5,4,1,5,2,2
23/09/2021 04:22:29,Australia,perth,13,Female,1,21.5,My parent / carer has set my bedtime,120,6.5,My alarm clock wakes me up,0,4,Family/people disturbance,1,0,8.5,11,100,9,Yes,0,5,4,0,0,,3-4 hours,3,0,0,2,5,2,2,The same as you usually do,The same as you usually do,0,4,0,0,1,Once,A’s,3,3,3,0,4,3,1
23/09/2021 04:22:29,Australia,perth,13,Female,3,23,Other,30,7.5,My parent/carer or another family member wakes me up,30,3,Noises outside your home,1,40,8.5,0.5,20,11,Yes,40,4,4,30,,,7-8 hours,4,3,1,0,0,0,0,,,0,0,0,0,0,Everyday,A’s and B’s,1,4,2,2,3,4,3
23/09/2021 04:23:03,Australia,Fremantle ,13,Male,2,21,My parent / carer has set my bedtime,10,5.5,"I don’t know, I just wake up",20,3,Family/people disturbance,2,0,8.5,21.5,20,6,No,0,4,3,0,0,,5-6 hours,0,0,0,5,5,4,2,Later than you usually do,The same as you usually do,0,4,2,0,6,Never,A’s and B’s,3,4,2,1,2,0,0
23/09/2021 04:23:34,Australia,Perth,13,Male,2,20.5,I feel sleepy,1,7.5,"I don’t know, I just wake up",1,4,Room too hot/cold,1,0,8.5,8.5,1,7.5,No,1,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23/09/2021 04:23:37,Australia,Fremantle,12,Male,1,8.5,My parent / carer has set my bedtime,15,6,My alarm clock wakes me up,5,4,Room too hot/cold,2,0,8.5,10.5,15,6.5,Yes,5,3,3,0,,,9 or more hours,3,0,0,,,,,,,0,1,0,1,2,Once,B’s and C’s,2,1,1,1,2,2,0
23/09/2021 04:23:53,Australia,Perth,12,Female,2,21,I finish my homework,60,6,My alarm clock wakes me up,120,2,Other,2,0,8.5,22,60,8,Yes,120,4,4,0,0,18,1-2 hours,1,1,0,0,3,4,2,Earlier than you usually do,Later than you usually do,1,2,4,2,4,Twice,A’s and B’s,4,4,3,5,4,2,1
23/09/2021 04:23:58,Australia,Perth,12,Male,2,9.5,Other,30,5,Other,30,4,None,1,90,8.5,11,20,9,Yes,20,5,4,0,4,7,9 or more hours,5,2,1,0,5,2,2,The same as you usually do,The same as you usually do,0,2,2,0,1,Twice,C’s,,,,,,,
23/09/2021 04:24:09,Australia,Perth,12,Female,0,8,I finish my homework,10,4.5,My alarm clock wakes me up,0,4,None,5,0,8.5,8.5,0,6,Yes,4,5,5,0,0,,3-4 hours,0,0,0,5,5,5,2,The same as you usually do,The same as you usually do,0,5,5,2,2,Never,A’s and B’s,4,5,3,2,0,0,1
